pc,beta,var_frac,best_tissue,best_corr,corr_B,corr_CD14_M,corr_CD16_M,corr_GC,corr_DSC_A,corr_DSC_B,corr_EVT,corr_proEVT,corr_fEC,corr_LEC,corr_Epi,corr_Ery,corr_FB,corr_vEC,corr_pvSMC,corr_SCT,corr_SCT_A,corr_SCT_B,corr_proSCT,corr_T,corr_VCT,corr_cycling_VCT,corr_aEC,corr_avVCT,corr_cDC,corr_cilated,corr_dNK,corr_eS,corr_eEVT,corr_iEVT,corr_uDSC,corr_pEVT,corr_HB
PC11,0.0205430261105691,0.0250487309009281,iEVT,-0.00843154693076545,-0.00574420371744069,-0.00511244462969442,-0.00608579753353774,-0.00657301787542072,-0.00698450208275262,-0.00657385908798792,-0.00839581678390781,-0.00810957589355132,-0.00622798676152266,-0.00660291391848103,-0.0051173365783241,-0.00335762446263619,-0.00798218006770922,-0.00654166792933834,-0.00721038541163935,-0.00743950419114344,-0.00747126313570777,-0.00831176366645981,-0.00677825318417132,-0.0056724792510601,-0.00673216759458101,-0.0059697323928018,-0.00762666787644444,-0.00700621727389175,-0.00704748427061366,-0.00384756039006809,-0.0062302638117895,-0.00536891081223852,-0.00760102608913047,-0.00843154693076545,-0.00572655920170187,-0.00821680805832411,-0.00511940341496836
PC12,-0.0673571796760603,0.0235985043558569,LEC,-0.0045506977641067,-0.00134918508059798,-0.000358373332774763,-0.000711198609216941,-0.000855726069020708,-0.00262733454422002,-0.00229260074754899,0.00332812263400977,0.00207052039704748,-0.000120558673118029,-0.0045506977641067,-0.00219384860095748,0.000848550243350096,-0.00058627039018894,-0.00242420185323752,3.32867345207634e-05,0.000413810679529019,0.000450764560698671,0.000170858602215678,0.00155423186724205,-0.00156984038863512,0.000180669770184491,-0.000246399459233268,-0.00248214117378386,0.000573011502819396,-0.00232208548042755,-0.00229241623867927,-0.00113137279312294,-0.00342744923584694,0.0023054143610384,0.00308226574440755,-0.00273437228353346,0.00103204630833709,-0.00113621584760309
PC13,0.0198269432435747,0.0223151561348187,eS,-0.00374937848647752,-0.000980573398785885,-0.00230055100115378,-0.0019498752918191,7.60929951444185e-06,-0.00287180875467084,-0.00310559976435278,-0.00162659382324287,-0.00131399101072718,-1.68578262910033e-05,-0.00211016459566425,-0.00202099528718764,-0.0025745266533581,0.000362549126792167,-0.00187388765771982,0.000661549107553602,0.00069372980595005,0.000125915228996608,0.00127632092766905,-0.000512692067199758,-0.00292975184346458,-0.00114417493609486,-0.00126916493904084,-0.00150129471642176,-0.00134431061076309,-0.00239464435309999,-0.00235711546797214,-0.00325819516712238,-0.00374937848647752,-0.00248617398423404,-0.00187879110666493,-0.00365125836707533,-0.00116989352822689,-0.00117224245807284
PC14,0.0128081301611874,0.0221566163873242,SCT_B,0.00458250768017954,-0.00184087311314331,0.00104406802756785,0.00204476864792096,0.00177317693495652,0.0010402469690312,0.000366398585937708,0.00142418295488277,0.00129289979896279,0.00140646865217352,-0.00106783687711475,-0.000155095061485321,0.00312436018282188,0.00215033405046838,-4.7231796814884e-05,0.00223211261717262,0.00407809820890396,0.00329341280042594,0.00458250768017954,0.00246890284332528,0.0011982847480991,0.00201939592175824,0.00156166162559471,0.00128269435200711,0.00104758322129508,0.000475911515615916,-5.32080075305115e-05,0.000379385657788159,-0.000226170237699676,0.000899483899683401,0.00104041547249132,0.000222871481781455,0.00153330042205163,0.00115242066496013
PC15,-0.104282692206462,0.0221498675018225,SCT_B,0.00528275168254205,0.00268530623964575,0.00260035840658093,0.002322578293098,0.00292078631842105,0.000375298006162048,-0.000349724071761529,0.000533280496192748,0.00154089029357164,0.00157173640099386,-0.000901347000573168,0.00436272603774899,-0.000707461910671475,0.0020709116859031,0.000742826340490856,0.00109632064066889,0.00525549205095207,0.00461573947136916,0.00528275168254205,0.0040374077750692,0.00159080293374866,0.0029040448779054,0.00306163172864888,0.000872196779457506,0.00202045600015292,0.00189316192834521,0.00166490320898116,0.000576956389507038,-0.000273407677266874,0.00306117510874033,0.000215286732285328,-0.000908296617399245,-0.000794763458724802,0.00303525756805512
PC16,-0.065416062861588,0.0200919266080327,aEC,-0.0082270376156931,-0.00511659739417971,-0.00573725909855031,-0.00593634524234638,-0.00624768069186314,-0.00640446681837164,-0.00619588330713031,-0.00724397654837878,-0.00609183065378729,-0.00664503103178495,-0.00480057729676922,-0.0065805162420909,-0.00191875363138377,-0.00629525123493938,-0.00492086564880629,-0.0052380129926329,-0.00704951038938099,-0.00580709553673999,-0.00731631215558754,-0.0052440040929016,-0.00456516426256781,-0.00392488600539275,-0.00458522464034331,-0.0082270376156931,-0.00576438810263898,-0.00506316492656262,-0.00630997931428484,-0.00509153971023525,-0.0045175041608202,-0.00527180191676884,-0.00677322121895402,-0.00572305466500408,-0.00604385275041474,-0.00583542738624642
PC17,-0.00814509645356067,0.0180838925403095,eEVT,0.00513919339872357,0.00268356724258301,0.000427562153460174,0.00209427991317357,0.0016358734316383,-0.000573161346413309,-0.00120436404114806,0.00306015293268022,0.00276008452572226,-3.23878610037096e-05,-0.0028136273554804,-0.000658892850408437,0.000995734364574597,0.000605332250640031,-0.000936257776178771,-0.0014296242672928,0.00415456656623858,0.00449582103681739,0.00326748002938945,0.00301893863309128,0.00226958419987978,0.00224744618009062,0.000879326513727739,-1.76039064857858e-05,0.00207498047614038,0.00105686461341435,-0.00361006195251733,0.00275849982050366,-0.00181261266343051,0.00513919339872357,0.0027554104368677,-0.00255871231591637,0.000682822890859843,0.00145611698842712
PC18,0.0499291560014881,0.0174902146626102,eEVT,-0.00962672181773424,-0.00496947936053498,-0.00532625165712956,-0.00588028236949647,-0.00671072644081088,-0.00612445580470548,-0.00607937316149335,-0.00949392562238294,-0.00947910189041295,-0.00719430862977884,-0.00567025062432524,-0.0094326271273895,-0.00347309188026169,-0.0054976713653978,-0.0068254885031799,-0.00579398480532784,-0.00603400335032643,-0.00733284088772466,-0.00554714655650347,-0.00804917931984497,-0.00580047507894157,-0.00838688434056089,-0.00802667054255231,-0.00621316224883449,-0.00887539285975956,-0.00636390935261783,-0.00729090858301003,-0.00626868598478142,-0.00667835593618851,-0.00962672181773424,-0.00877762062035414,-0.00544853332682561,-0.00876476735680019,-0.00512669876986902
PC19,-0.0462694766172863,0.0173853421102862,Ery,-0.00704937418976691,-0.0021153634269082,-0.00177168957681604,-0.00227803694910255,-0.00265166630292976,-0.00192279948744604,-0.00103180071380577,-0.00160331304475719,-0.00202331362221839,-0.00211555165574393,-0.00148601523757937,-0.0043625767066611,-0.00704937418976691,-0.00274422286493279,-0.00196599290313935,-0.00277499739947567,-0.0033910951388709,-0.00256442970904532,-0.00368215340390996,-0.0037376737670091,-0.00374831642521681,-0.00325555163708874,-0.00336117887661984,-0.00303638467899062,-0.00234944802946885,-0.00337115703858348,-0.00122044353129412,-0.00523032810485299,-0.00268644462448677,-0.000539800081078646,-0.0016531747614225,-0.0015265066114329,-0.000648940828650315,-0.00185749665226514
PC20,-0.0147368613615262,0.016644424078432,SCT_B,0.00414881101417712,-0.000444753049750223,-0.000610505439119763,-0.000841280347087536,0.00126439503464571,0.000533405740128248,2.02764838304811e-05,0.000110211472208822,0.00113159253037692,0.00110273384149542,0.00184562171589916,0.00205826122828616,0.000204059336534242,0.00065570364006537,-0.000860443336410687,0.000960877109461473,0.00351234485558242,0.00217881747119701,0.00414881101417712,0.00236738326163583,0.00298693374367575,0.00197814258375059,0.00110704381066064,7.72180283545867e-05,0.00148769317170079,0.00124282581597578,0.00074376921400159,0.000969580230847641,-0.00104259514122879,-0.00037374175744394,0.000624016105141031,0.000388040654954731,-7.27136648735822e-05,1.37257864088888e-05
PC21,0.0410592816782227,0.0165217142831668,aEC,0.00273482207495409,0.00106913159095657,0.00155071642046748,0.00109573701336817,-0.00041277012058936,0.000434251745068696,0.000254931261901334,0.00148783014185966,0.00159790794567464,0.00239272809031231,0.000925508270084655,0.00271924060907258,0.00239725816206576,0.000862564813476702,0.00172306717501982,0.00175443054911401,0.000905367197105744,0.00146851995725145,0.000278928796965616,0.00102362556938875,0.00224218673580957,0.000189668870560938,0.000255257209944851,0.00273482207495409,0.000583239040668514,0.00212527169960512,0.00102115275129215,0.00140878118509236,0.00028661853369636,0.00147182443361162,0.00161760020648494,0.000469802685812901,0.00135150440594396,0.00242353618993542
PC22,-0.014867057741127,0.0161573906697126,Epi,0.0106275150065354,0.00584945987382586,0.00652348529468318,0.00670047620256319,0.0060798557343394,0.00843544708665871,0.00848460750431327,0.00516773642695621,0.00545830992810131,0.00512610847489681,0.00809579922417035,0.0106275150065354,0.00922252641484073,0.00673019858792883,0.00716703829214723,0.00675878787769518,0.00500083459491857,0.00436114979733342,0.00582708913096264,0.00519371271070612,0.00677026860102938,0.00559713468168658,0.00611133046580209,0.005364982085753,0.00523020293449851,0.00884057962268507,0.00804871099104368,0.00650337898222313,0.00992653012790549,0.00483475727784128,0.00491547891018323,0.00997577582924572,0.00523583902127098,0.0070743029805404
PC23,0.0646372642235611,0.0158486469892634,dNK,-0.00369776116116493,-0.0026987754761792,-0.00144703613814088,-0.000943173070448666,-0.00153488813584184,-0.000581249797896513,0.000272720936418917,-0.00199367353446095,-0.00185406450728906,-0.0014810285490143,-0.00013155479058803,-0.00204615705374384,-0.00192052665924507,-0.00124409134381245,-0.000182988894905211,-0.00226898853461898,-0.00248126097466466,-0.0033827814724235,-0.00184114661685541,-0.00268773265720738,-0.00258151209868144,-0.00327906816760292,-0.00296836614283747,-0.000758687141563454,-0.00307940710041022,-0.00261015429069527,0.000349338181224616,-0.00369776116116493,-0.00147496533097184,-0.00179534011951658,-0.00188453273833522,-0.00109519781755572,-0.000263390368112761,0.000339947408823344
PC24,0.0788951049757881,0.015839630666021,Ery,-0.00277430040047192,-0.00143646324921817,0.00134156179971304,0.000423302398069427,0.000499024770293396,-0.000465233603911557,0.00030058891340424,0.00151857373347546,0.000584797187236434,0.00145982056318058,-0.00118550746062664,-0.00117907222395503,-0.00277430040047192,-0.000214430674223271,0.000354270767552307,-0.000524312402968991,0.000175087532061403,0.000170414209829822,0.00149277346105469,-0.00017310261113081,-0.00122011022238703,-0.000445024972610927,-0.000867539531535344,0.00129934240686795,-0.000437851885724053,-0.00044948781204803,-0.000938824046181733,-0.000338370018039846,-0.00172986675823938,0.000779441379493085,0.0017719266188779,-0.000911194416481131,0.00199561468721145,0.00192302396865452
PC25,0.0367046356289161,0.0155540613485999,uDSC,0.0111927478794196,0.00973132826489077,0.00786748376741659,0.00816576328649757,0.00825436204796793,0.0104461448036335,0.0100699701883789,0.00769036663003801,0.00794437673662825,0.00835450472992416,0.0084682859093359,0.00606045182970811,0.00601194787839917,0.00769929218889101,0.00946235522471413,0.00904473591949847,0.00500435318151349,0.00451848458640242,0.00590921206678815,0.00645797167172257,0.0105935103446668,0.00656429880803442,0.0076453413099095,0.00755820970541642,0.0077158313422838,0.00942330387248519,0.00947092837637273,0.0103380335194976,0.00861572985350149,0.0087658195163352,0.00758590645778643,0.0111927478794196,0.00645284442175851,0.00774549374080697
PC26,0.0122163799129798,0.0151708149146099,dNK,-0.00510499672401774,-0.0030946521717559,-0.00414911978542645,-0.00335267954312117,-0.00209477169587706,-0.00277632263608153,-0.00305825154610259,-0.000608149011650594,-0.00126916360132449,-0.00140412969631954,-0.00304610678921055,-0.0033356678853266,-0.00348775504937312,-0.00186309299054548,-0.00273518936092696,-0.00194770275946636,-0.00137023686921698,-0.000222340749440648,-0.00160130682004599,-0.000844721993458458,-0.00399800454638626,-0.000275369230030701,-0.00169653206093125,-0.00218471570440814,-0.00183916182215125,-0.00383205397441993,-0.00441298705152292,-0.00510499672401774,-0.00159291873027152,-0.00164996479334278,1.25930683989594e-05,-0.00307001162373514,-0.00196800977438005,-0.00395553256440115
PC27,0.00582675622765914,0.0150916492962166,eEVT,0.00578092989410261,0.00132505723146076,-8.15726015496279e-05,0.000432827344752472,0.0001072175197374,-0.00046685365215743,-0.000230886965977916,0.0041004974771225,0.00442828310147558,0.000516260411105601,0.00123214012289326,0.000264879547872081,-0.00232453037118423,0.000167278496705108,0.000177728673187782,0.000733307708651902,0.000735168609342097,0.00109840046292426,0.000379456999868314,0.00137675948782626,0.0013002687169564,0.00259835565201204,0.00244056965307363,0.00137109481745693,0.00315027784904257,9.61115943884729e-05,0.000363578801468231,0.000671158998164062,-0.00157228454966982,0.00578092989410261,0.00485903019619154,-0.000170644449629098,0.00281831547757157,-0.000235368417794204
PC28,0.0942575080774181,0.0150018965889528,dNK,0.00234785737647524,0.000319778664272843,0.00161618247222387,0.00198723949946002,-0.000865733475637766,0.000740723704788672,0.000399542372025852,-0.00130664328583379,-0.000489078656514815,0.000104678530122436,0.000829228377864277,0.000317087833374191,0.00118847797171053,0.00124918542402874,0.000427690059035487,0.00117034963321817,-0.000922189823377175,-0.000702861704632781,-0.000644085849990606,0.000364697446320316,0.00178521082698686,0.000672400037667151,0.000939312366441609,-0.000894079481483204,-0.000809646238266004,0.00174994021138558,-0.000955218587788339,0.00234785737647524,0.000858355129440224,-0.00185258799305056,-0.000808642677816117,0.00137166241525753,-0.000558332548370255,0.00164475156416711
PC29,-0.0617856653119238,0.0146845581309277,B,0.0106822842265156,0.0106822842265156,0.00992235864438326,0.00893760447790908,0.00859892394085761,0.00707291198259573,0.00734479118468087,0.0076681427355427,0.00793698573392069,0.00713970381183304,0.00727502671735076,0.00951945233219332,0.00685510256659118,0.00783025412404181,0.00778999894317502,0.00651515004680702,0.00662228284040946,0.00677316658532945,0.00655109248230547,0.00663995910615107,0.00702007492393412,0.00733032015873283,0.00794977038838834,0.00681989689500438,0.00750769635383935,0.0101692742410217,0.00868348700574395,0.00801417694901574,0.00732069537561669,0.00813860284088001,0.00738865763871708,0.00653864158013851,0.00840758076509559,0.00885843675309827
PC30,-0.0296592430845941,0.0146400926668341,eS,0.00745451281161359,0.0032637078175758,0.00520541574671165,0.00458359837022756,0.00499861625822317,0.00684391313809757,0.00723399419680604,0.00585800896938027,0.00460654479764018,0.00256079184905075,0.00406846424985354,0.00388743498427002,0.000145914323399128,0.00563276493950408,0.00411548645029411,0.00551987856796936,0.00430560688282829,0.00423418921197366,0.00408654800765706,0.00407064629548166,0.00530838545802625,0.00468778781765463,0.00447241773386759,0.00437427769718549,0.00454089607244416,0.00442948169315439,0.00713487660186028,0.00580988096523756,0.00745451281161359,0.00442493237007074,0.00578183168272008,0.00737389694945312,0.00719279645734753,0.00429376319783077
PC31,-0.0294950315343401,0.0139149370094028,pEVT,0.00245289235197272,-0.00114732601545019,-0.000368123529522681,-0.000447565777231704,-0.000752480904093049,-0.00105403519331425,-0.000736250382631582,0.00146172823777543,0.00121220747684441,0.000709121673970465,0.00037731283292164,0.00134042715616114,-0.000821126158790528,-0.000204620979166872,0.00086239373542133,-0.000938023603134448,0.000450516740219543,-0.000251416098130869,0.001384699216993,-0.000240305324283616,0.00164260005180241,0.0023988228860038,0.00220653691490459,0.00170720013490504,0.00226855115255769,0.00178476324024529,0.000629012288910205,0.00113991009196516,-0.00091687348094462,0.0023550959787529,0.00172450038983198,-0.000704116743927211,0.00245289235197272,-0.00181464751417184
PC32,0.0525992238532929,0.0135967118618724,iEVT,-0.00927193045586772,-0.00742850340682198,-0.00881046421226488,-0.00757514272682737,-0.00621754969376056,-0.0070893958040238,-0.00759358467400592,-0.00881964922277351,-0.00854325135018001,-0.00647831730190547,-0.00678432951865422,-0.00629599024571076,-0.00560513613965506,-0.00703286244286538,-0.00736776943162123,-0.00716222452741634,-0.00580704000708733,-0.00552724274058285,-0.00673558808411244,-0.0067481879997304,-0.00807662904326855,-0.00730556729906978,-0.00810166210027904,-0.00709336499693625,-0.00794292794453619,-0.00638190801416605,-0.00727441409885198,-0.00536750482460732,-0.00754690157129286,-0.00868664923693867,-0.00927193045586772,-0.00775366495585549,-0.00894591375285284,-0.00738286917004507
PC33,0.064141044096048,0.0134593386116946,LEC,-0.00368911109716334,-0.00237448709132421,-0.00159542125925717,-0.00140471293784694,-0.00129677281759082,-0.00256925034076316,-0.00182376209049045,-0.00148297870255237,-0.00173457634225727,-0.00165939291669517,-0.00368911109716334,0.00125716605568321,0.000817122390542368,-0.00126043658437398,-0.00299224630587293,-0.000707522569566163,-0.000227190384920927,0.000516439137271753,-0.000151053885928656,-0.000585510594550308,0.000529355251262933,-8.6408973193357e-06,-0.000554766114545055,-0.00309474824550524,-0.00119640563028798,-0.00149540821871066,-0.00191112910079423,-0.000249107568968004,-0.00242454327793302,-0.00225695503526771,-0.0016475894510072,-0.00209305032172193,-0.00232035239045024,-0.00143710825773808
PC34,-0.00502012180604603,0.0130802780633596,pEVT,-0.00435163521853299,-0.0004789621758609,-0.00308670354308012,-0.00331451659285287,-0.00221388195363469,-0.000488795811516436,-0.000387391506240954,-0.00320764392564017,-0.00342992812608337,-0.00391116971863162,-0.00186975358807572,-0.00168435100132711,0.00024179679170558,-0.00185279391641618,-0.00195943626937937,-0.0028618314372498,-0.00054553438099046,0.000314919939586033,-0.00256699262448139,0.00172483147677935,0.00110280732130718,0.000566318194010391,-0.000236532641210302,-0.00237679466299739,-0.00136566326276137,-0.00292830553789107,-0.00156828810266755,0.00169124079476738,0.000220646973718053,-0.00241681890943924,-0.00352202216439071,-0.000409259541585578,-0.00435163521853299,-0.00108078385693267
PC35,-0.00623265633498748,0.0126919601421586,Epi,-0.00379380496843112,-0.00189914206662838,-0.00174178002251543,9.63776639118168e-05,0.00167909948547839,-0.000116498904104532,4.59847326850488e-05,0.0020640904748767,0.00157835004056219,0.000697434434272927,-0.000685195174417583,-0.00379380496843112,-0.000612849651838229,0.00144936715285658,-0.000480368022268056,0.000142644783585071,0.00262887964776835,0.0026885543579118,0.00276345438380074,0.0014614846185315,-0.00132959284515607,0.000598211736130677,-3.62346204426946e-06,0.000661646395600525,0.000782804832810987,-0.00187841150631645,-0.00116248146025165,-0.000435872230683012,-0.000858296742166709,0.000873882511758653,0.00256334509239808,-0.00146777132221379,0.00181740010058148,0.000988138056039493
PC36,0.0575811131891179,0.0123019714210421,Ery,0.0044112327411487,0.000877717725576101,-0.000888722552507315,-0.00145235647960617,0.000686542166537923,0.000171621299888766,0.000403301964838932,0.000130087067739282,-0.000298869849973287,0.000713303245467534,0.000380381626175117,0.00134571702279538,0.0044112327411487,0.00119465378352713,5.47412086044345e-05,0.000953245776036772,0.00194207814816374,0.0024120971530772,0.002760492092332,0.00213851376442999,0.000509346839046247,0.00248887635406272,0.00247356297817485,0.000362648086769513,0.00110324460997313,-0.000762952131289429,0.000275466564778844,-0.0017754458495048,0.000531773993234831,0.000520385258203133,-0.000324769445359283,-3.77488278812969e-05,-0.000833852422489485,0.00017690469663127
PC37,-0.0537657785780641,0.0115425980154277,eEVT,-0.00391917777996715,-0.00359822130022133,-0.00232506973964763,-0.0022722135896284,-0.0018264352186227,-0.00172801832772646,-0.00264177314694221,-0.00145706054754704,-0.00146574909066284,0.000158957543550389,-0.00173143951745984,-0.00224682141089052,0.000944474840820785,-0.00224237268871495,-0.00241041829857284,-0.00168093901323895,-0.000944821552485963,1.16485360050983e-05,-0.0030909356939596,0.000947735667629043,-0.00143233987452274,0.000885822831518587,-8.31623149428563e-07,-6.93612649486634e-05,-0.00101123457073284,-0.00139215473139928,-0.00297240366435717,-0.00360174838435275,-0.00327980107440538,-0.00391917777996715,-0.00154712443273255,-0.00258845701010568,-0.00284657299604714,-0.00223602277831631
PC38,-0.0778512378949026,0.0115054228311805,eEVT,0.00633815228408612,0.00284299178695752,0.000868124153126287,0.00188881324634222,0.00432802608234665,0.00421010792220883,0.00533528910518338,0.00532576116511922,0.00594933269897197,0.00446374508392585,0.00375342553835613,0.00200262470760524,0.00244288842706957,0.00413366570762705,0.00418666982956127,0.00328901607162908,0.00243231937583555,0.00297585059685126,0.00282539966250366,0.00378756125818241,0.000272476180791368,0.00309939346518757,0.0027897980096628,0.00420519814959465,0.0035229689194634,0.00248512601236975,0.00136365762618342,0.00102463159486152,0.0032682869411109,0.00633815228408612,0.00511362300620328,0.00387812749098532,0.00453425937188609,0.00207602602020055
