key,direction,w,dominant_celltype,origin,purity
chr7:140300000-140350000,up,0.0511558957033355,EVT,Fetal,0.999
chr2:31450000-31500000,up,0.0511330208965199,proSCT,Fetal,0.997
chr9:92450000-92500000,up,0.0510018535999857,SCT_B,Fetal,1
chr7:47550000-47600000,up,0.0509804127990045,SCT_B,Fetal,1
chr6:3800000-3850000,up,0.0509660144884327,SCT_B,Fetal,1
chr17:4050000-4100000,up,0.0509117592086555,SCT_B,Fetal,1
chr2:46350000-46400000,up,0.0508737137144098,eEVT,Fetal,1
chr7:130000000-130050000,up,0.0508570353426979,SCT_B,Fetal,1
chr17:43200000-43250000,up,0.0508224891117075,T,Maternal,0.689
chr12:48100000-48150000,up,0.0507729921789346,fEC,Fetal,0.868
chr6:30800000-30850000,up,0.0506953664282144,SCT_B,Fetal,1
chr22:17800000-17850000,up,0.0503520961778741,SCT_B,Fetal,1
chr16:81150000-81200000,up,0.0503360019310328,eEVT,Fetal,1
chr3:49450000-49500000,up,0.0503036234687255,SCT_B,Fetal,1
chr3:87000000-87050000,up,0.0502738885079326,SCT_B,Fetal,1
chr19:54100000-54150000,up,0.049965512414223,SCT_B,Fetal,1
chr6:158100000-158150000,up,0.0498851343712274,SCT,Fetal,1
chr17:9550000-9600000,up,0.0498433563455738,SCT_B,Fetal,1
chr19:14600000-14650000,up,0.0497601463811473,SCT_B,Fetal,1
chr20:55850000-55900000,up,0.0492715587482973,VCT,Fetal,0.999
chr1:202050000-202100000,up,0.0492150093185667,SCT_B,Fetal,1
chr16:81600000-81650000,up,0.0489535773870547,SCT_B,Fetal,1
chr14:50450000-50500000,up,0.048857952759625,SCT_B,Fetal,1
chr11:64300000-64350000,up,0.0487925718754836,proSCT,Fetal,0.997
chr5:174000000-174050000,up,0.0487606375587535,SCT_B,Fetal,1
chr9:124050000-124100000,up,0.0485625070303923,SCT_B,Fetal,1
chr7:23500000-23550000,up,0.0485052172814318,SCT_B,Fetal,1
chr11:27400000-27450000,up,0.0483840058687957,SCT_A,Fetal,1
chr2:219250000-219300000,up,0.0482984892404736,CD16_M,Maternal,0.939
chr17:26550000-26600000,up,0.0482783275491596,SCT,Fetal,1
chr20:48650000-48700000,up,0.0482683139814766,SCT_B,Fetal,1
chr8:102450000-102500000,up,0.0480740617005402,SCT_B,Fetal,1
chr18:48100000-48150000,up,0.048033683939621,VCT,Fetal,0.999
chr3:128150000-128200000,up,0.0479703772868432,SCT_B,Fetal,1
chr2:237500000-237550000,up,0.0479392039621985,EVT,Fetal,0.999
chr8:103900000-103950000,up,0.0478224629334975,SCT_B,Fetal,1
chr22:45850000-45900000,up,0.0478010482465503,SCT_B,Fetal,1
chr2:46600000-46650000,up,0.0477892192222166,proSCT,Fetal,0.997
chr4:183150000-183200000,up,0.0477825581561301,VCT,Fetal,0.999
chr7:73550000-73600000,up,0.0477643478961918,SCT_B,Fetal,1
chr5:2750000-2800000,up,0.0477186732519486,eEVT,Fetal,1
chr17:8050000-8100000,up,0.0476339644175107,T,Maternal,0.689
chr3:54900000-54950000,up,0.0476012116065445,SCT_B,Fetal,1
chr17:39650000-39700000,up,0.0475275542358242,GC,Fetal,0.929
chr13:44700000-44750000,up,0.0474892565425727,SCT,Fetal,1
chr19:15350000-15400000,up,0.0473994465235556,VCT,Fetal,0.999
chr16:19400000-19450000,up,0.0473922944589049,SCT_B,Fetal,1
chr4:89850000-89900000,up,0.0473530692828318,SCT_B,Fetal,1
chr22:31650000-31700000,up,0.0472624441902713,T,Maternal,0.689
chr8:48550000-48600000,up,0.047254985095687,SCT_B,Fetal,1
chr12:14350000-14400000,up,0.0472057456100739,SCT_B,Fetal,1
chr11:62200000-62250000,up,0.047129706282342,SCT_B,Fetal,1
chr21:44850000-44900000,up,0.0470328938303781,SCT_B,Fetal,1
chr8:131500000-131550000,up,0.0470180049897252,SCT,Fetal,1
chr2:46400000-46450000,up,0.0470087842906489,SCT_B,Fetal,1
chr10:125500000-125550000,up,0.0470048621402774,SCT_B,Fetal,1
chr12:115100000-115150000,up,0.046933486082485,SCT_B,Fetal,1
chr11:120150000-120200000,up,0.0467479796260834,SCT_B,Fetal,1
chr10:21650000-21700000,up,0.0467234956580359,SCT_B,Fetal,1
chr9:92200000-92250000,up,0.0467037795347479,SCT_B,Fetal,1
chr2:233450000-233500000,up,0.0466961015537551,SCT_B,Fetal,1
chr21:44350000-44400000,up,0.046670787039475,SCT_B,Fetal,1
chr11:20000000-20050000,up,0.0465308242350962,EVT,Fetal,0.999
chr7:55100000-55150000,up,0.0464424088433717,proSCT,Fetal,0.997
chr17:45900000-45950000,up,0.0462329721094012,fEC,Fetal,0.868
chr10:121400000-121450000,up,0.0461567512856965,SCT_B,Fetal,1
chr4:6750000-6800000,up,0.0461208622753259,SCT_B,Fetal,1
chr5:133800000-133850000,up,0.0461179945397046,SCT,Fetal,1
chr20:45950000-46000000,up,0.0461032646997078,SCT_B,Fetal,1
chr2:36550000-36600000,up,0.0461016112991912,SCT_A,Fetal,1
chr2:9900000-9950000,up,0.0459602587795248,GC,Fetal,0.929
chr7:142550000-142600000,up,0.0459524195076259,SCT,Fetal,1
chr15:41100000-41150000,up,0.0458755842130913,proSCT,Fetal,0.997
chr3:159500000-159550000,up,0.0457308959258632,VCT,Fetal,0.999
chr11:57050000-57100000,up,0.0455814130611027,SCT_B,Fetal,1
chr9:109650000-109700000,up,0.0455065888353923,SCT_B,Fetal,1
chr8:103600000-103650000,up,0.0454731209188463,SCT_B,Fetal,1
chr19:15200000-15250000,up,0.0454059045613578,SCT,Fetal,1
chr4:129200000-129250000,up,0.0453531302617838,SCT_B,Fetal,1
chr3:14250000-14300000,up,0.0453445766586046,SCT_B,Fetal,1
chr6:26150000-26200000,up,0.0453352314145027,T,Maternal,0.689
chr19:13250000-13300000,up,0.0453316609936033,SCT_B,Fetal,1
chr2:27400000-27450000,up,0.0453312303738895,SCT_B,Fetal,1
chr1:68250000-68300000,up,0.045229069369317,SCT_B,Fetal,1
chr20:25000000-25050000,up,0.0451933150669641,VCT,Fetal,0.999
chr12:3150000-3200000,up,0.0450109524061327,SCT_B,Fetal,1
chr3:54950000-55000000,up,0.0449681715417849,SCT_B,Fetal,1
chr1:204250000-204300000,up,0.044878630067385,SCT_B,Fetal,1
chr19:6200000-6250000,up,0.0448678935520426,SCT_B,Fetal,1
chr7:100400000-100450000,up,0.0448007644598447,proSCT,Fetal,0.997
chr15:41150000-41200000,up,0.0447713803361355,SCT_B,Fetal,1
chr13:73700000-73750000,up,0.044575009546016,SCT,Fetal,1
chr19:49000000-49050000,up,0.0445552218401485,eEVT,Fetal,1
chr9:101050000-101100000,up,0.0445443251416639,SCT,Fetal,1
chr16:66500000-66550000,up,0.044465187199101,EVT,Fetal,0.999
chr8:135850000-135900000,up,0.0444366643613367,VCT,Fetal,0.999
chr12:89750000-89800000,up,0.0444228312728988,SCT_B,Fetal,1
chr1:94550000-94600000,up,0.0443851607116249,fEC,Fetal,0.868
chr2:10850000-10900000,up,0.0443470929496344,SCT_B,Fetal,1
chr10:97000000-97050000,up,0.0443006627674757,aEC,Maternal,0.781
chr1:202800000-202850000,up,0.0442800792529772,SCT_B,Fetal,1
chr6:10300000-10350000,up,0.0442789155499764,SCT_B,Fetal,1
chr17:73000000-73050000,up,0.0442503080057045,GC,Fetal,0.929
chr11:12800000-12850000,up,0.0442394951344939,eEVT,Fetal,1
chr18:46500000-46550000,up,0.0442332892216746,SCT_B,Fetal,1
chr2:36700000-36750000,up,0.0442077222349903,SCT_A,Fetal,1
chr12:93700000-93750000,up,0.044188646789549,SCT_B,Fetal,1
chr15:85850000-85900000,up,0.0441515282747615,SCT_B,Fetal,1
chr17:77850000-77900000,up,0.0440348235591732,VCT,Fetal,0.999
chr5:35200000-35250000,up,0.0438567660340823,SCT_B,Fetal,1
chr7:73150000-73200000,up,0.0438328335895374,Epi,Maternal,0.991
chr19:47750000-47800000,up,0.0438058163433678,dNK,Maternal,0.666
chr3:193850000-193900000,up,0.0437935966520432,SCT_B,Fetal,1
chr19:2500000-2550000,up,0.0437509929577305,SCT_B,Fetal,1
chr1:204400000-204450000,up,0.0437416681888274,SCT_B,Fetal,1
chr5:173750000-173800000,up,0.0436483897886078,proSCT,Fetal,0.997
chr7:137600000-137650000,up,0.043638737013121,SCT,Fetal,1
chr17:27050000-27100000,up,0.0435823494038108,GC,Fetal,0.929
chr7:95200000-95250000,up,0.0434856341436465,SCT_B,Fetal,1
chr1:24900000-24950000,up,0.0434759209525691,SCT_B,Fetal,1
chr6:4450000-4500000,up,0.0434465699166625,SCT_B,Fetal,1
chr14:65700000-65750000,up,0.0434243981852918,SCT_B,Fetal,1
chr2:73050000-73100000,up,0.0433860438215141,SCT_B,Fetal,1
chr4:40350000-40400000,up,0.0433111213723692,SCT_B,Fetal,1
chr15:40500000-40550000,up,0.0433053537637821,SCT_B,Fetal,1
chr12:130650000-130700000,up,0.0432855136027411,SCT_A,Fetal,1
chr21:37450000-37500000,up,0.0432828946352486,SCT,Fetal,1
chr11:61250000-61300000,up,0.0432625226396631,cilated,Maternal,1
chr8:22400000-22450000,up,0.0432552460928664,GC,Fetal,0.929
chr4:129700000-129750000,up,0.0430689628981613,Ery,Fetal,0.612
chr4:153900000-153950000,up,0.0430236378936955,SCT_B,Fetal,1
chr12:56450000-56500000,up,0.0429852584243833,SCT_B,Fetal,1
chr19:57450000-57500000,up,0.042945715834426,VCT,Fetal,0.999
chr15:31300000-31350000,up,0.04289909191015,SCT_B,Fetal,1
chr1:33200000-33250000,up,0.0428978148557356,SCT_B,Fetal,1
chr21:42550000-42600000,up,0.042864257684446,SCT,Fetal,1
chr6:105350000-105400000,up,0.0428640705048642,SCT,Fetal,1
chr1:31600000-31650000,up,0.0428175265537069,SCT_B,Fetal,1
chr9:89950000-90000000,up,0.0427858811035707,SCT_B,Fetal,1
chr13:33850000-33900000,up,0.0427778873660116,SCT,Fetal,1
chr15:67050000-67100000,up,0.0427043237084489,SCT_B,Fetal,1
chr3:192550000-192600000,up,0.0426989546532666,VCT,Fetal,0.999
chr8:135750000-135800000,up,0.0426028423570996,SCT_B,Fetal,1
chr1:22600000-22650000,up,0.0426027805364924,SCT_B,Fetal,1
chr6:26200000-26250000,up,0.0425838833651439,T,Maternal,0.689
chr22:38150000-38200000,up,0.0425286663799101,SCT_B,Fetal,1
chr1:8050000-8100000,up,0.0425273671523469,avVCT,Fetal,0.964
chr22:39600000-39650000,up,0.042511329873183,fEC,Fetal,0.868
chr1:144950000-145000000,up,0.042480852792112,iEVT,Fetal,1
chr11:12200000-12250000,up,0.0423187360588515,eEVT,Fetal,1
chr19:4200000-4250000,up,0.0423046884437237,SCT_B,Fetal,1
chr6:15900000-15950000,up,0.0422606811216987,SCT_B,Fetal,1
chr3:111500000-111550000,up,0.0422205728409113,SCT_B,Fetal,1
chr4:144250000-144300000,up,0.0421810547950015,SCT_B,Fetal,1
chr20:17950000-18000000,up,0.0421457724624327,iEVT,Fetal,1
chr9:116100000-116150000,up,0.0420994407031514,Ery,Fetal,0.612
chr17:16900000-16950000,up,0.0420899344262515,SCT_B,Fetal,1
chr6:52750000-52800000,up,0.04205420234518,SCT_B,Fetal,1
chr5:141200000-141250000,up,0.042024165222095,SCT_B,Fetal,1
chr8:37450000-37500000,up,0.0419320680847112,SCT_B,Fetal,1
chr2:88950000-89000000,up,0.0419226494957226,SCT_A,Fetal,1
chr8:8450000-8500000,up,0.0418644202660901,SCT_B,Fetal,1
chr1:180450000-180500000,up,0.0418598984045665,VCT,Fetal,0.999
chr9:38200000-38250000,up,0.0418546783262089,SCT_B,Fetal,1
chr6:86150000-86200000,up,0.0418290509314893,SCT,Fetal,1
chr4:26200000-26250000,up,0.0417891402470557,SCT_B,Fetal,1
chr4:37950000-38000000,up,0.0417213449903097,SCT_B,Fetal,1
chr9:124350000-124400000,up,0.0416986024976376,SCT_B,Fetal,1
chr13:25200000-25250000,up,0.041659505671094,SCT,Fetal,1
chr11:76450000-76500000,up,0.0416539268058217,DSC_A,Maternal,0.902
chr14:68950000-69000000,up,0.0416030679426745,SCT_B,Fetal,1
chr11:59300000-59350000,up,0.0415780351773996,GC,Fetal,0.929
chr3:58000000-58050000,up,0.0415448316104306,eEVT,Fetal,1
chr17:38650000-38700000,up,0.0415354495354084,SCT_B,Fetal,1
chr14:96900000-96950000,up,0.0415288553042124,proSCT,Fetal,0.997
chr1:39600000-39650000,up,0.0415160881591253,pEVT,Fetal,0.968
chr12:50600000-50650000,up,0.0415041226854195,EVT,Fetal,0.999
chr11:71900000-71950000,up,0.0414873222054195,avVCT,Fetal,0.964
chr15:70450000-70500000,up,0.0414661486311229,SCT_B,Fetal,1
chr2:91800000-91850000,up,0.0413773729715176,Ery,Fetal,0.612
chr2:233250000-233300000,up,0.0413564916317548,SCT_B,Fetal,1
chr20:17750000-17800000,up,0.0411673914126306,SCT_B,Fetal,1
chr8:38550000-38600000,up,0.0411527338598497,pvSMC,Maternal,0.456
chr7:134350000-134400000,up,0.0411178733647585,SCT_B,Fetal,1
chr4:6650000-6700000,up,0.0410908514126171,SCT_B,Fetal,1
chr11:108450000-108500000,up,0.0410877755488551,SCT_B,Fetal,1
chr6:3750000-3800000,up,0.0410825584406197,SCT_B,Fetal,1
chr10:71050000-71100000,up,0.040999376261056,GC,Fetal,0.929
chr3:127950000-128000000,up,0.0409365067801839,SCT_B,Fetal,1
chr14:65000000-65050000,up,0.0409147666062476,fEC,Fetal,0.868
chr6:158750000-158800000,up,0.0408905850682652,VCT,Fetal,0.999
chr6:168150000-168200000,up,0.0408885060352783,SCT_B,Fetal,1
chr1:115050000-115100000,up,0.0407446228094319,SCT_A,Fetal,1
chr17:8100000-8150000,up,0.0407230042933625,T,Maternal,0.689
chr10:35250000-35300000,up,0.0406299524570304,VCT,Fetal,0.999
chr4:89050000-89100000,up,0.0406120884395755,SCT_A,Fetal,1
chr16:88800000-88850000,up,0.0405584305585755,FB,Fetal,0.553
chr16:25150000-25200000,up,0.0405494688556801,SCT_B,Fetal,1
chr7:47600000-47650000,up,0.0405265091613084,HB,Fetal,0.803
chr9:74250000-74300000,up,0.0404719223215674,SCT,Fetal,1
chr14:104150000-104200000,up,0.0404690599510339,SCT_B,Fetal,1
chr1:28000000-28050000,up,0.0404511713601128,VCT,Fetal,0.999
chr11:69900000-69950000,up,0.0404359467557857,SCT_B,Fetal,1
chr2:46550000-46600000,up,0.0404314487319785,fEC,Fetal,0.868
chr1:176400000-176450000,up,0.0404098822518752,eEVT,Fetal,1
chr1:201250000-201300000,up,0.040351616755016,SCT_B,Fetal,1
chr12:13300000-13350000,up,0.0403397441472773,SCT,Fetal,1
chr2:151300000-151350000,up,0.0402349361805114,pEVT,Fetal,0.968
chr19:10700000-10750000,up,0.0402221018853686,SCT_B,Fetal,1
chr1:183200000-183250000,up,0.0401612804532656,eEVT,Fetal,1
chr19:23450000-23500000,up,0.0400293594608501,proSCT,Fetal,0.997
chr8:102500000-102550000,up,0.0399760935607124,SCT_B,Fetal,1
chr19:44000000-44050000,up,0.0399575853874474,cilated,Maternal,1
chr16:14450000-14500000,up,0.0399098130028164,SCT_B,Fetal,1
chr5:43000000-43050000,up,0.0398977717751071,T,Maternal,0.689
chr5:173150000-173200000,up,0.0398862862143282,SCT_B,Fetal,1
chr1:147200000-147250000,up,0.0398853720303982,SCT_B,Fetal,1
chr16:67450000-67500000,up,0.0398474392120801,SCT_B,Fetal,1
chr19:48150000-48200000,up,0.0397906900446493,SCT_B,Fetal,1
chr12:93750000-93800000,up,0.0397348370964349,Ery,Fetal,0.612
chr3:189650000-189700000,up,0.0397087434539828,SCT_B,Fetal,1
chr6:39200000-39250000,up,0.0396835632492358,SCT,Fetal,1
chr19:23200000-23250000,up,0.0396835406436578,SCT_A,Fetal,1
chr19:12650000-12700000,up,0.0396721633341386,SCT_B,Fetal,1
chr1:25000000-25050000,up,0.0396713643004735,SCT,Fetal,1
chr15:74600000-74650000,up,0.0396354238010158,SCT_B,Fetal,1
chr22:41400000-41450000,up,0.0396228948109944,SCT_B,Fetal,1
chr6:3400000-3450000,up,0.0395870707660476,VCT,Fetal,0.999
chr10:62800000-62850000,up,0.039533695543739,SCT_A,Fetal,1
chr7:134850000-134900000,up,0.0395023802268944,Epi,Maternal,0.991
chr1:44000000-44050000,up,0.0394545127601833,eEVT,Fetal,1
chr10:8300000-8350000,up,0.0393997496689546,eEVT,Fetal,1
chr11:12050000-12100000,up,0.0393474712557796,SCT_B,Fetal,1
chr2:220550000-220600000,up,0.0393382789888263,SCT_B,Fetal,1
chr8:131450000-131500000,up,0.0393300198799612,SCT,Fetal,1
chr21:42600000-42650000,up,0.039300499376275,SCT_B,Fetal,1
chr1:225950000-226000000,up,0.0392367876831387,Epi,Maternal,0.991
chr19:58300000-58350000,up,0.0391721192452792,SCT_B,Fetal,1
chr1:92200000-92250000,up,0.0391692881888272,SCT_A,Fetal,1
chr1:26300000-26350000,up,0.039146887772142,SCT_B,Fetal,1
chr5:178250000-178300000,up,0.0390411604646659,SCT_B,Fetal,1
chr1:95300000-95350000,up,0.0390365348926375,SCT_B,Fetal,1
chr17:14200000-14250000,up,0.0390213744517897,SCT_B,Fetal,1
chr3:111550000-111600000,up,0.0390118566683399,SCT_B,Fetal,1
chr1:116750000-116800000,up,0.0389462523677142,SCT_B,Fetal,1
chr21:27450000-27500000,up,0.0389418620457992,proSCT,Fetal,0.997
chr12:123600000-123650000,up,0.03892301815394,SCT,Fetal,1
chr10:43100000-43150000,up,0.038894366891124,SCT_B,Fetal,1
chr3:149350000-149400000,up,0.0388755295609648,aEC,Maternal,0.781
chr9:131050000-131100000,up,0.0388417554241163,SCT,Fetal,1
chr1:108200000-108250000,up,0.038838724249788,proSCT,Fetal,0.997
chr17:39900000-39950000,up,0.0387947938763739,SCT_B,Fetal,1
chr6:4600000-4650000,up,0.0387699715478338,SCT_B,Fetal,1
chr7:101750000-101800000,up,0.0386985464068858,SCT_B,Fetal,1
chr3:120150000-120200000,up,0.0386226863372116,iEVT,Fetal,1
chr20:800000-850000,up,0.0386216193812902,EVT,Fetal,0.999
chr19:54000000-54050000,up,0.0386082848480644,fEC,Fetal,0.868
chr15:49100000-49150000,up,0.0385762781444029,VCT,Fetal,0.999
chr5:148450000-148500000,up,0.0385614972785235,SCT_B,Fetal,1
chr19:55550000-55600000,up,0.0385437724360608,SCT_B,Fetal,1
chr11:72950000-73000000,up,0.0385397197337741,SCT,Fetal,1
chr19:53000000-53050000,up,0.0385362654181386,SCT_B,Fetal,1
chr8:102050000-102100000,up,0.0384889143686951,SCT_B,Fetal,1
chr5:150600000-150650000,up,0.0384876374428775,SCT_B,Fetal,1
chr15:56250000-56300000,up,0.038480928839306,SCT,Fetal,1
chr1:41800000-41850000,up,0.0384565062443942,SCT_B,Fetal,1
chr4:7950000-8000000,up,0.0384456069214894,eEVT,Fetal,1
chr11:72900000-72950000,up,0.0384431175504551,GC,Fetal,0.929
chr14:94450000-94500000,up,0.0384421075870411,Epi,Maternal,0.991
chr2:85800000-85850000,up,0.0384418222818644,fEC,Fetal,0.868
chr4:153850000-153900000,up,0.038419666845802,SCT_B,Fetal,1
chr9:36250000-36300000,up,0.038380635188989,SCT_B,Fetal,1
chr2:206500000-206550000,up,0.0383309170685012,SCT,Fetal,1
chr1:23150000-23200000,up,0.0383213162784546,SCT,Fetal,1
chr19:53350000-53400000,up,0.038316450824476,SCT_B,Fetal,1
chr3:97650000-97700000,up,0.0382925632679575,EVT,Fetal,0.999
chr1:94050000-94100000,up,0.0382811853157309,VCT,Fetal,0.999
chr19:11800000-11850000,up,0.0382493648998851,avVCT,Fetal,0.964
chr1:231150000-231200000,up,0.0382262908335537,VCT,Fetal,0.999
chr11:67000000-67050000,up,0.0382250020761788,dNK,Maternal,0.666
chr19:23550000-23600000,up,0.0381740212040079,SCT_B,Fetal,1
chr11:68100000-68150000,up,0.0381715476684923,VCT,Fetal,0.999
