pc,beta,var_frac,best_tissue,best_corr,corr_EVT,corr_Endothelial,corr_Erythroid,corr_Fibroblast,corr_STB,corr_vCTB
PC53,0.0420468344002342,0.00772813115212697,Endothelial,0.0114604594628488,0.00904837849127513,0.0114604594628488,0.0104037337623082,0.00977630580336384,0.00967095951194907,0.0104599110457366
PC54,0.00766671779300223,0.00725190803754782,Erythroid,0.00224315874146297,0.00139357734980214,0.000149310666814543,0.00224315874146297,0.00201757445262967,0.00144422627597836,0.00204194596423753
PC55,-0.0198098779986229,0.00715699926198469,Endothelial,-0.00137277043083787,-0.00126364387410963,-0.00137277043083787,0.000543826899026637,0.000244746703361856,-0.000703806180101991,0.000184774697122637
PC56,0.0398887007659262,0.00704331795854148,Fibroblast,0.00344216908805038,0.0020013868954086,0.000295708512306092,0.00306304449161542,0.00344216908805038,-0.00115655049310139,0.00322012282375751
PC57,0.00517460926842079,0.00692637918744599,Endothelial,0.00450091348270487,0.00299396733588152,0.00450091348270487,0.00294955043361314,0.00353592042088042,0.000722243698558773,0.00290660282006793
PC58,0.0161298244520206,0.00681477511176682,Fibroblast,0.00258913703593262,-0.000837551814378922,0.000718163929034687,0.00202264209431314,0.00258913703593262,0.00114916456427397,0.00167772346766792
PC59,-0.00809558180594632,0.00616615018824971,EVT,-0.00986120696659955,-0.00986120696659955,-0.00893315365057831,-0.00764419975319396,-0.00857617578132755,-0.00925643991230119,-0.00942172660093657
PC60,0.0303645640607783,0.00541008558960568,STB,0.00503635442259206,0.00197337384081998,0.0043338893884102,0.00407413367197624,0.00426090523432804,0.00503635442259206,0.00473249048870784
PC61,-0.13235934283864,0.00485098674295997,Fibroblast,0.00635322847861932,0.00575508769364564,0.00476406903180624,0.00516087857146945,0.00635322847861932,0.00280389945615494,0.00624603523711355
PC62,-0.0586481264913871,0.00451782197305621,Erythroid,-0.00175032892255708,-0.000400690994999833,-0.00103855382037574,-0.00175032892255708,-3.39427217196797e-05,-0.00148526354834251,-0.00111391762803681
PC63,-0.0610615783139132,0.00437965632567615,EVT,0.00317310772755603,0.00317310772755603,0.0031237325153414,0.000776908253255126,0.000542883959511903,0.000286983791581495,0.00109687617705139
PC64,0.0788205576732274,0.00433812050720555,EVT,0.00529538859973444,0.00529538859973444,0.00233439926482592,0.00383208069851966,0.00269656140954058,-0.00144815346722341,0.00274782984718235
PC65,0.0566945039718922,0.00425613446960734,Endothelial,0.00809947377352361,0.00772577302218735,0.00809947377352361,0.00682943953770831,0.00647520086753667,0.00648567217526028,0.00789229208689154
PC66,0.0141255413437174,0.00412380305687999,STB,0.00485405807418149,0.00467375976785086,0.00356995086914536,0.00379266886294307,0.00295138838698192,0.00485405807418149,0.00328971677459915
PC67,0.0780698143929909,0.00346885562969685,vCTB,-0.001512183891243,-0.00131575255806137,-0.00024985951945334,-0.000393403944617696,-0.00138833283686846,-0.000511113528437395,-0.001512183891243
PC68,-0.035333640205267,0.00321908295072965,Fibroblast,0.00177405121787505,0.00176836949629637,-0.00049213459170495,0.000476017041145028,0.00177405121787505,-0.00057115810532065,0.000836343985347807
PC69,-0.00510817303021651,0.00319301172063937,STB,0.00291196205538835,-0.000760578298739865,0.000574865440439043,5.65672542506397e-06,0.00158582270526511,0.00291196205538835,0.00171176683534398
PC70,0.097095742915102,0.00313020895273477,Fibroblast,0.00332674452400778,0.000982220366428001,0.00256875268136626,0.00303127135841374,0.00332674452400778,0.00220430981319077,0.00230488441227847
PC71,0.0471030719295858,0.00308326204675181,Endothelial,-0.00420816776625515,-0.00419252933162612,-0.00420816776625515,-0.00199060070665327,-0.00347451504837952,-0.00398999106439507,-0.00380584485996352
PC72,0.0176299248161345,0.00261651585791657,STB,-0.00337402175646559,0.00148351415524189,0.000104150658926807,-0.000816550038136907,9.437117059304e-05,-0.00337402175646559,-0.000313498524936799
PC73,0.00955901312884848,0.00255377484013704,Erythroid,-0.00166734166071778,-0.00124603504717657,-4.73821506959103e-05,-0.00166734166071778,-0.000390315989783077,0.000306219285423905,-0.000651249765120925
PC74,0.0812042756473231,0.00234496729025902,EVT,-0.00634513413207991,-0.00634513413207991,-0.00340354883880131,-0.00310540736711714,-0.0026810818134482,-0.00370578180036894,-0.00185866972959506
PC75,0.0260637608313641,0.00205547716747356,STB,0.0054115222696785,0.00184327474071166,0.0032718543816679,0.00402637965825837,0.00423164129420189,0.0054115222696785,0.00404402617178454
PC76,-0.0117075053776381,0.00199345980318644,Endothelial,0.0035090493101323,0.00278672151355809,0.0035090493101323,0.00318450156769437,0.00282494001656131,0.00283839094000305,0.00249823731008783
PC77,0.0155937427952604,0.00198726707579852,Fibroblast,0.00788001134563676,0.00615903700754007,0.00648255492852663,0.00583091381904459,0.00788001134563676,0.0060883595047406,0.0076754396301747
PC78,-0.0509721261478468,0.00193513636057273,Erythroid,0.00314100227760916,0.00230492112267638,-0.000242836662143815,0.00314100227760916,0.00210009599268085,0.000716945601886773,0.00245867384603732
PC79,-0.0806380827801324,0.00177177955283091,Fibroblast,0.00688929341095383,0.005509735085787,0.0060670006136772,0.00643830409952144,0.00688929341095383,0.00519844889793075,0.00640532476127089
PC80,-0.0491950549433342,0.00172679989961575,STB,-0.00415207455968362,0.00013868378397424,-0.00242631674815027,-0.00201898531057824,-0.00188463753713974,-0.00415207455968362,-0.00192555248523986
PC81,-0.024843997848577,0.00170432233541149,Endothelial,-0.00387497897918643,-0.00341588140224688,-0.00387497897918643,-0.00262159836926265,-0.00191262588931862,-0.00189197427726998,-0.00206405346363131
PC82,0.00778410948342865,0.00166918684538476,vCTB,-0.0040258995236344,-0.00291521438249553,-0.00375852700230662,-0.0026525356037926,-0.00398907792172969,-0.00240661503519615,-0.0040258995236344
PC83,0.0343681795070484,0.00124952368755453,STB,0.00309687061332826,0.000245232438948996,0.00213318050080457,0.00273061231142134,0.00270855417227008,0.00309687061332826,0.00213821853360695
PC84,0.0670332982254028,0.00113247643907483,EVT,0.00517537960913538,0.00517537960913538,0.00157042197571903,0.00274638104303317,0.00259055525993071,2.37481071684903e-05,0.00298726033423624
PC85,-0.00486787474910552,0.00112239430306862,EVT,0.00415033595655432,0.00415033595655432,0.002933719455572,0.00326988502114583,0.0021934203047646,0.00205723526260086,0.00232554933359938
PC86,0.0646281270531269,0.000996081487213556,Fibroblast,0.00718659547340827,0.00646066562869804,0.00602783013043214,0.00625429183502514,0.00718659547340827,0.00539380669051587,0.00667602848112012
PC87,-0.000464853345328539,0.000975119648370173,STB,-0.00293884677058981,0.00125683761482635,-0.001769360107838,-0.000931050392487364,-0.00127680387866696,-0.00293884677058981,-0.00125444643729299
PC88,0.0101440632001045,0.000894288526272555,Endothelial,-0.00464679004163221,-0.00324737370769432,-0.00464679004163221,-0.00349988553318833,-0.00363044110744228,0.00106633244597318,-0.00411075449678695
PC89,0.0452676552034383,0.000848734341074751,Erythroid,-0.00310813320620403,-0.0015215870940833,-0.000311087219895466,-0.00310813320620403,-0.00291124511418377,-0.00134361305301472,-0.00195111839951817
PC90,0.0305127389704418,0.000734945751297658,Erythroid,-0.00253248921028927,-0.00197003605303956,-0.000214482705445881,-0.00253248921028927,-0.00210610985223223,-0.000532455464793759,-0.00191180462695135
PC91,0.0341950963795803,0.000674130016192919,STB,0.000941618963642679,-0.000134445251133988,0.000583503975917288,0.000389616177538303,0.000508620267740166,0.000941618963642679,0.000834923281039232
PC92,-0.0497277022118016,0.000599741059464384,Fibroblast,0.00355752724492454,0.00170032751620101,0.000662518857490637,0.00295473908410867,0.00355752724492454,0.00288557403673505,0.00333433577673788
PC93,0.0463783427323501,0.000598499532894329,vCTB,0.00702247656986939,0.00361353005252838,0.00465827442497472,0.00562600486405543,0.00625759846604105,0.00476074472353998,0.00702247656986939
PC94,0.0356058953765263,0.000519170194993884,Endothelial,0.004646233647641,0.00266414999557855,0.004646233647641,0.00319849205492221,0.00343907590474057,0.0034597391529743,0.00407957366003524
PC95,-0.028941305380593,0.000454205183567216,STB,0.00837140178853642,0.00501879152000313,0.00683386985021589,0.00595878825146666,0.00687349255545956,0.00837140178853642,0.00711583247193173
PC96,-0.0368718672856661,0.000403912157701364,EVT,0.00543436824008718,0.00543436824008718,0.00540531209159929,0.00276465244119797,0.00355863260414231,0.00282030847445703,0.00394897064680305
PC97,-0.0784179674332478,0.00037795495322937,STB,0.00334475543396965,-0.00164820619419247,0.00127060104873454,0.00277212844238473,0.000512219907381014,0.00334475543396965,0.000748967821331195
PC98,0.0689614311436725,0.000372288769477388,Erythroid,-0.00606687882878753,-0.0052774336313633,-0.00420448797433099,-0.00606687882878753,-0.00483077633714976,-0.00399902552519076,-0.00509578322361054
PC99,0.034696238582114,0.000320172483277103,STB,-0.00300603870777981,-0.00162055175764638,-0.00149015330370608,-0.00112426935702082,-0.00142221656345032,-0.00300603870777981,-0.00135908152562963
PC100,-0.120079595333659,0.000293075781727007,STB,-0.0036911913964944,-0.000653941415350366,-0.00259703551733102,-0.00167028620139451,-0.00186446809558806,-0.0036911913964944,-0.00178565933541715
